__run_id,__done,model_version,candidate_family,task_type,input_size,cpu_utilization,ram_usage,gpu_utilization,vram_usage,performance_score,performance_score_type,response_time,input_token_size,output_token_size,energy_consumption
run_58_repetition_11,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_11,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_12,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_12,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_12,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_12,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_12,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_12,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_12,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_12,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_12,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_12,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_12,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_12,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_12,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_12,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_12,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_12,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_12,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_12,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_12,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_12,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_12,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_12,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_12,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_12,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_12,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_12,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_12,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_12,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_12,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_12,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_12,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_12,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_12,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_12,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_12,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_12,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_12,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_12,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_12,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_12,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_12,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_12,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_12,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_12,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_12,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_12,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_12,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_12,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_12,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_12,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_12,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_12,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_12,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_12,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_12,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_12,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_12,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_12,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_12,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_12,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_13,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_13,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_13,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_13,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_13,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_13,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_13,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_13,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_13,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_13,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_13,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_13,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_13,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_13,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_13,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_13,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_13,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_13,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_13,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_13,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_13,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_13,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_13,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_13,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_13,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_13,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_13,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_13,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_13,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_13,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_13,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_13,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_13,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_13,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_13,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_13,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_13,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_13,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_13,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_13,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_13,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_13,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_13,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_13,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_13,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_13,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_13,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_13,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_13,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_13,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_13,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_13,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_13,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_13,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_13,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_13,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_13,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_13,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_13,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_13,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_14,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_14,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_14,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_14,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_14,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_14,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_14,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_14,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_14,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_14,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_14,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_14,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_14,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_14,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_14,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_14,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_14,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_14,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_14,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_14,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_14,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_14,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_14,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_14,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_14,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_14,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_14,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_14,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_14,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_14,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_14,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_14,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_14,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_14,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_14,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_14,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_14,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_14,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_14,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_14,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_14,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_14,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_14,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_14,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_14,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_14,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_14,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_14,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_14,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_14,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_14,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_14,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_14,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_14,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_14,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_14,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_14,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_14,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_14,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_14,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_15,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_15,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_15,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_15,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_15,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_15,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_15,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_15,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_15,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_15,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_15,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_15,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_15,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_15,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_15,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_15,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_15,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_15,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_15,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_15,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_15,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_15,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_15,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_15,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_15,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_15,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_15,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_15,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_15,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_15,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_15,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_15,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_15,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_15,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_15,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_15,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_15,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_15,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_15,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_15,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_15,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_15,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_15,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_15,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_15,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_15,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_15,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_15,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_15,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_15,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_15,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_15,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_15,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_15,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_15,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_15,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_15,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_15,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_15,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_15,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_16,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_16,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_16,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_16,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_16,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_16,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_16,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_16,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_16,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_16,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_16,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_16,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_16,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_16,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_16,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_16,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_16,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_16,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_16,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_16,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_16,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_16,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_16,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_16,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_16,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_16,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_16,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_16,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_16,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_16,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_16,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_16,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_16,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_16,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_16,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_16,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_16,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_16,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_16,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_16,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_16,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_16,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_16,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_16,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_16,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_16,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_16,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_16,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_16,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_16,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_16,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_16,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_16,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_16,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_16,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_16,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_16,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_16,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_16,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_16,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_17,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_17,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_17,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_17,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_17,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_17,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_17,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_17,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_17,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_17,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_17,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_17,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_17,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_17,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_17,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_17,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_17,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_17,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_17,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_17,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_17,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_17,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_17,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_17,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_17,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_17,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_17,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_17,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_17,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_17,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_17,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_17,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_17,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_17,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_17,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_17,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_17,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_17,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_17,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_17,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_17,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_17,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_17,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_17,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_17,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_17,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_17,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_17,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_17,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_17,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_17,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_17,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_17,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_17,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_17,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_17,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_17,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_17,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
